actoterrorista,adultomayor,afrodescendiente,amenaza,apoyo,articulacioninterinstitucional,atencionpsicologica,cabezadefamilia,curso_de_vida,declaracion,delitoscontralibertadein,departamento_procedencia,desplazamiento,despojoyabandonodebienes,discapacidad,edad,gestante,grupo_etario,homicidio,indigena,lgtbi,mes,mestizo,migrantesvenezolanos,minasantipersonal,municipio_procedencia,nucleo_numero,orden,orientacion,personas_nucleo,reclutamientoforzado,rrom,secuestro,sexo,tortura,vigencia,vinculaciondennagrujposarmados,auxilio_econ_mico_mes,hecho_victimizante,monto_asignado,n_cleo_familiar,personas,_merge
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,20,NO,18 a 28,NO,NO,NO,05 MAYO,NO,NO,NO,PUERTO WILCHES,NO,1319,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,15,NO,12 a 17,NO,NO,NO,05 MAYO,NO,NO,NO,PUERTO WILCHES,NO,1320,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,SI,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,NARIÑO,SI,NO,NO,23,NO,18 a 28,NO,NO,NO,05 MAYO,NO,NO,NO,LA TOLA,SI,1321,SI,2,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,NARIÑO,SI,NO,NO,2,NO,0 a 6,NO,NO,NO,05 MAYO,NO,NO,NO,LA TOLA,NO,1322,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,SI,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,47,NO,29 a 59,NO,NO,NO,05 MAYO,NO,NO,NO,CONVENCION,SI,1323,SI,4,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,54,NO,29 a 59,NO,NO,NO,05 MAYO,NO,NO,NO,CONVENCION,NO,1324,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,24,NO,18 a 28,NO,NO,NO,05 MAYO,NO,NO,NO,CONVENCION,NO,1325,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,16,NO,12 a 17,NO,NO,NO,05 MAYO,NO,NO,NO,CONVENCION,NO,1326,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,SI,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,24,NO,18 a 28,NO,NO,NO,05 MAYO,NO,NO,NO,ARAUCA,SI,1327,SI,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,38,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,RIONEGRO,SI,1328,NO,1,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,SI,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,VALLE DEL CAUCA,SI,NO,NO,29,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,BUENAVENTURA,SI,1329,SI,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,SI,SI,SI,Persona Mayor,PROCURADURIA,NO,NORTE DE SANTANDER,SI,NO,NO,65,NO,60 y mas,NO,NO,NO,06 JUNIO,NO,NO,NO,CUCUTA,SI,1330,SI,6,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PROCURADURIA,NO,NORTE DE SANTANDER,SI,NO,NO,28,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,SI,NO,CUCUTA,NO,1331,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PROCURADURIA,NO,NORTE DE SANTANDER,SI,NO,NO,32,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,SI,NO,CUCUTA,NO,1332,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PROCURADURIA,NO,NORTE DE SANTANDER,SI,NO,NO,27,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,SI,NO,CUCUTA,NO,1333,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PROCURADURIA,NO,NORTE DE SANTANDER,SI,NO,NO,29,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,SI,NO,CUCUTA,NO,1334,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PROCURADURIA,NO,NORTE DE SANTANDER,SI,NO,NO,23,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,SI,NO,CUCUTA,NO,1335,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,34,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,SI,NO,TEORAMA,SI,1336,SI,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,35,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,BOLIVAR,SI,1337,SI,2,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,2,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,BOLIVAR,NO,1338,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,36,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,BOGOTA,SI,1339,SI,4,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,31,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,BOGOTA,NO,1340,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,15,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,BOGOTA,NO,1341,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,BOGOTA,SI,NO,NO,8,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,BOGOTA,NO,1342,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,32,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,SABANA DE TORRES,SI,1343,NO,3,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,SABANA DE TORRES,NO,1344,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,5,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,SABANA DE TORRES,NO,1345,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,40,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,OCAÑA,SI,1346,NO,4,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,51,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,OCAÑA,NO,1347,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,19,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,OCAÑA,NO,1348,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,23,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,OCAÑA,NO,1349,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,24,NO,18 a 28,NO,NO,NO,06 JUNIO,NO,NO,NO,ARAUQUITA,SI,1350,SI,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,VALLE DEL CAUCA,SI,NO,NO,38,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,BUENAVENTURA,SI,1351,SI,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,33,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,TEORAMA,SI,1352,SI,7,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,34,NO,29 a 59,NO,NO,NO,06 JUNIO,NO,NO,NO,TEORAMA,NO,1353,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,17,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,TEORAMA,NO,1354,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,13,NO,12 a 17,NO,NO,NO,06 JUNIO,NO,NO,NO,TEORAMA,NO,1355,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,11,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,TEORAMA,NO,1356,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,7,NO,7  a 11,NO,NO,NO,06 JUNIO,NO,NO,NO,TEORAMA,NO,1357,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,06 JUNIO,NO,NO,NO,TEORAMA,NO,1358,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,20,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,CRAVO NORTE,SI,1359,SI,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Persona Mayor,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,65,NO,60 y mas,NO,NO,NO,07 JULIO,NO,NO,NO,EL CARMEN DE CHUCURI,SI,1360,SI,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,44,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,HACARI,SI,1361,SI,1,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,25,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,SI,1362,SI,2,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,18,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,NO,1363,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,19,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,ARAUCA,SI,1364,SI,1,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,32,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,CARMEN DE CHUCURI,SI,1365,SI,6,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,36,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,CARMEN DE CHUCURI,NO,1366,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Persona Mayor,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,67,NO,60 y mas,NO,NO,NO,07 JULIO,NO,NO,NO,CARMEN DE CHUCURI,NO,1367,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,7,NO,7  a 11,NO,NO,NO,07 JULIO,NO,NO,NO,CARMEN DE CHUCURI,NO,1368,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,07 JULIO,NO,NO,NO,CARMEN DE CHUCURI,NO,1369,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,1,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,CARMEN DE CHUCURI,NO,1370,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,31,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,FORTUL,SI,1371,SI,3,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,3,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,FORTUL,NO,1372,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,07 JULIO,NO,NO,NO,FORTUL,NO,1373,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,27,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,BUCARAMANGA,SI,1374,SI,7,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,6,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,BUCARAMANGA,NO,1375,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,BUCARAMANGA,NO,1376,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,7,NO,7  a 11,NO,NO,NO,07 JULIO,NO,NO,NO,BUCARAMANGA,NO,1377,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,07 JULIO,NO,NO,NO,BUCARAMANGA,NO,1378,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,11,NO,7  a 11,NO,NO,NO,07 JULIO,NO,NO,NO,BUCARAMANGA,NO,1379,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,2,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,BUCARAMANGA,NO,1380,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Persona Mayor,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,72,NO,60 y mas,NO,NO,NO,07 JULIO,NO,NO,NO,SARAVENA,SI,1381,SI,2,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,ARAUCA,SI,NO,NO,54,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,SARAVENA,NO,1382,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,33,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,EL TARRA,SI,1383,SI,1,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,18,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,SI,1384,SI,2,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,NO,1385,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,35,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,SI,1386,SI,2,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,41,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,NO,1387,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,28,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,OCAÑA,SI,1388,SI,8,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,56,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,OCAÑA,NO,1389,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,59,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,OCAÑA,NO,1390,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,34,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,OCAÑA,NO,1391,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,21,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,OCAÑA,NO,1392,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,17,NO,12 a 17,NO,NO,NO,07 JULIO,NO,NO,NO,OCAÑA,NO,1393,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,5,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,OCAÑA,NO,1394,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,7,NO,7  a 11,NO,NO,NO,07 JULIO,NO,NO,NO,OCAÑA,NO,1395,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,31,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,SI,1396,SI,6,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,23,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,NO,1397,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,8,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,NO,1398,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,3,NO,0 a 6,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,NO,1399,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,54,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,NO,1400,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,23,NO,18 a 28,NO,NO,NO,07 JULIO,NO,NO,NO,TIBU,NO,1401,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,47,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,CUCUTA,SI,1402,SI,3,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,48,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,CUCUTA,NO,1403,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,07 JULIO,NO,NO,NO,CUCUTA,NO,1404,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,30,NO,29 a 59,NO,NO,NO,07 JULIO,NO,NO,NO,TEORAMA,SI,1405,SI,6,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
